name	source_name	category	kind	verdict	resolvable	metadata	pieces	footprint	top_tier	format	creator	licence	body	origin	origins	sha256	role	fit	gaps
PuP_black_house_light.blueprint	PuP_black_house_light.blueprint	base	setpiece	PLACES_CLEAN	True	curated	5398	28.4x31.0x36.8	ashlands(561)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	13d151e83fdbbe11fd7181b9e7d005f3a7291eadd4bf1b39e950e926c9587b91	black-marble manor, reduced	Mistlands / pre-queen alternative	
PuP_capitoliy.blueprint	PuP_capitoliy.blueprint	base	setpiece	PLACES_CLEAN	True	curated	5115	22.5x23.1x18.9	ashlands(1659)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	b32bd850a3941269ebabc986417ef2377b39b3e5d7a59d3255f938241df8bed5	grausten-and-crystal capitol	Ashlands / Deep North showpiece	ZDO spam: wood_ledge x2149
brokkr-the-misery.blueprint	brokkr-the-misery.blueprint	base	setpiece	PLACES_CLEAN	True	curated	5108	95.1x112.8x31.2	swamp(81)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	b60db0d437cd0d939b83f3e28d0a50386f6461ff5c5f37dc735fe05819416ab0	sprawling keep, 95 x 113 x 31 m, 18 stations	Swamp showpiece	
brokkr-the-belmont.blueprint	brokkr-the-belmont.blueprint	base	setpiece	PLACES_WITH_GAPS	True	curated	4901	65.3x68.9x38.1	swamp(256)	blueprint	Oosdevforty	none stated	reference	Oosquai/SavheimIV	Oosquai/SavheimIV	d7d0ed15a84a9bb2cfbc490eff094866759d6c70f1b0c53ddcbdb87b54bcc79e	castle, 65 x 69 x 38 m, 4901 pieces, 8 stations	Swamp / Mountain showpiece	0.02% missing: RS_Book_6 x1
PuP_Minicastle__556fd22e78ea.blueprint	PuP_Minicastle.blueprint	base	setpiece	PLACES_CLEAN	True	curated	3810	35.2x41.1x28.0	ashlands(1925)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	556fd22e78eac5b575fb479b8f86edc021faf5ffd62c47ef9317a96258cf112b	compact grausten castle	Ashlands / pre-fader	ZDO spam: sign_notext x1408
skybound.blueprint	skybound.blueprint	base	setpiece	PLACES_CLEAN	True	curated	3702	15.1x50.0x35.2	ashlands(548)	blueprint	Olivanderr	none stated	reference	fleet corpus	fleet corpus	971df7e399529b3b87b984f6ac780448c686d51217cd29bb1493af50376b3052	vertical ashwood complex, 15 x 50 x 35 m	cliff-face or skybridge site	
hs_plains_dad_tavern.blueprint	hs_plains_dad_tavern.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3641	40.7x45.3x17.2	mistlands(8)	blueprint	Test	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	df20b177d192ffe0aafbd9c01d7c6bba99a9eea2f9f2abc2799eaa0c3cf1ab77	3641 pieces, 71 prefabs, 40.7x45.3x17.2 m, 3 stations, 2 beds, 1 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	108 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_sheepshank_trophytowerv2.blueprint	hs_mistlands_sheepshank_trophytowerv2.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3577	24.9x24.8x25.0	mistlands(554)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b2563cfb50c8ef33143f17fc1dbcf15ceda64ff13d609daf050f356fa1e3d64b	3577 pieces, 52 prefabs, 24.9x24.8x25.0 m, 1 stations, 0 beds, 1 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	60 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_sheepshank_nickmansion.blueprint	hs_plains_sheepshank_nickmansion.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3542	50.1x39.8x19.8	mistlands(133)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f8cd9af2be16f70b2a66033c85e57deb40abdd55415970c4e48c5860736dd8b4	3542 pieces, 105 prefabs, 50.1x39.8x19.8 m, 29 stations, 7 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	116 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_swamp_halfnate_viking_house_new.blueprint	hs_swamp_halfnate_viking_house_new.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3476	27.0x27.6x16.0	swamp(202)	blueprint	Halfnate	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8a259864aafd7d3282b57beeb4b46a02e50e4d1ca9dbe9f0669388354534f8b9	3476 pieces, 80 prefabs, 27.0x27.6x16.0 m, 21 stations, 4 beds, 0 portals	source biome tag: swamp; material tier: swamp. DERIVED from the measurements in `role` -- not a curated judgement	60 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
jaik-mistvale-keep.blueprint	jaik-mistvale-keep.blueprint	base	setpiece	PLACES_CLEAN	True	curated	3472	27.9x26.8x48.0	mistlands(401)	blueprint	Jaik	none stated	reference	fleet corpus	fleet corpus	7379cb5afc27e6e1f6951acdadfdf7dba782012ee0e25afd2228b55410fc3af0	keep, 28 x 27 x 48 m, 1595 wall pieces	Mountain / pre-moder -- already selected	
hs_ashlands_ragnar_henry_s_forge.blueprint	hs_ashlands_ragnar_henry_s_forge.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3412	77.9x65.8x18.1	ashlands(226)	blueprint	Ragnar	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b974c6bafad777975f2e596eafdb00329d454e3a5f867d408898481c8f991b92	3412 pieces, 108 prefabs, 77.9x65.8x18.1 m, 44 stations, 3 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	224 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
PuP_Minicastle__dcbdd295f512.blueprint	PuP_Minicastle.blueprint	base	setpiece	PLACES_CLEAN	True	curated	3334	35.2x41.1x23.9	ashlands(1925)	blueprint	PuP	none stated	reference	fleet corpus	fleet corpus	dcbdd295f5123ef61df2e2d8954a37995bb2e5af4c2cc04022cd3f15beddf518	compact grausten castle	Ashlands / pre-fader	ZDO spam: sign_notext x1014
hs_blackforest_cabin_bf_cozy_carrot.blueprint	hs_blackforest_cabin_bf_cozy_carrot.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3298	15.8x12.4x21.4	ashlands(1)	blueprint	Ivor The Smol	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0db771ac16ff6ad86f7e76e6ee25c1aebba8219a22e2d87c6cffe2ca8d7060c9	3298 pieces, 51 prefabs, 15.8x12.4x21.4 m, 7 stations, 2 beds, 0 portals	source biome tag: blackforest; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	32 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_ugm_seabasefor4.blueprint	hs_ashlands_ugm_seabasefor4.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3252	26.2x24.0x14.1	ashlands(530)	blueprint	Builder	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	94afae7d42f5f6f606bbe7c5b6ede46ac7a59b16ef6fb01563594513a43e67f6	3252 pieces, 133 prefabs, 26.2x24.0x14.1 m, 48 stations, 4 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	60 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_toxins_arena.blueprint	hs_ashlands_sheepshank_toxins_arena.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3233	35.4x35.3x19.0	ashlands(732)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	8903bfa954cf3d0b2b15eb8a12c0abab9923552087654bb261e6b304703e1d7a	3233 pieces, 83 prefabs, 35.4x35.3x19.0 m, 3 stations, 8 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	81 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_throneofdecay_brigames.blueprint	hs_plains_throneofdecay_brigames.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3180	60.8x60.7x25.0	mistlands(16)	blueprint	Bri The Phoenix	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f98b365c2355b229d336e6e055513fc38a9fe519b43019a557fe76eb3dd7338b	3180 pieces, 75 prefabs, 60.8x60.7x25.0 m, 4 stations, 1 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	192 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_salty_d_watermill_cottage_complete_with_terrain_markers.blueprint	hs_ashlands_salty_d_watermill_cottage_complete_with_terrain_markers.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3068	39.8x20.4x13.5	ashlands(2092)	blueprint	Salty D.	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	961fdd121c63d649ccb38d38d987c7de694e4d24f70e96374953dab8acf096fc	3068 pieces, 100 prefabs, 39.8x20.4x13.5 m, 13 stations, 2 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	66 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_crookedhouse_brigamesau.blueprint	hs_ashlands_crookedhouse_brigamesau.blueprint	base	setpiece	PLACES_CLEAN	True	derived	3023	24.7x38.4x30.1	ashlands(1399)	blueprint	Bri Games	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	1087bdf9116e676b63f1f3ad2603b607be7bb61467a8836b0475fed631d8f3a9	3023 pieces, 117 prefabs, 24.7x38.4x30.1 m, 52 stations, 7 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	76 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
god-house33.blueprint	god-house33.blueprint	base	setpiece	PLACES_CLEAN	True	curated	2949	29.7x29.1x18.0	mistlands(28)	blueprint	God	none stated	reference	fleet corpus	fleet corpus	faaabde377f240b2241289a564c884d3ca5e77f3a91431878cde2f299dd29e30	manor, 30 x 47 m	Mistlands settlement	1 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_meadows_teakeycee_mudcastle.blueprint	hs_meadows_teakeycee_mudcastle.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2857	55.6x52.0x17.0	blackforest(297)	blueprint	Teakeycee	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	d7336011bd39da90426a03fb9656c680c0e2208d71b4337f4a036c438289c708	2857 pieces, 33 prefabs, 55.6x52.0x17.0 m, 0 stations, 4 beds, 0 portals	source biome tag: meadows; material tier: blackforest. DERIVED from the measurements in `role` -- not a curated judgement	154 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_constructor_casa_principal.blueprint	hs_ashlands_constructor_casa_principal.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2825	21.0x22.5x30.0	ashlands(1789)	blueprint	Constructor	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	b0c24989c30bec9e6871f9dff6f5ed0604a4710931bfa94dcc4ab1a6deb3eef3	2825 pieces, 155 prefabs, 21.0x22.5x30.0 m, 38 stations, 1 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	47 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_mistlands_arthur_manor_elver.blueprint	hs_mistlands_arthur_manor_elver.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2802	34.3x23.1x22.7	mistlands(790)	blueprint	Arthur	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	5b6af84e57a1891fee23db1e4d5c80ffdac462ec39c9ac0fd06731bf6bdc116d	2802 pieces, 92 prefabs, 34.3x23.1x22.7 m, 1 stations, 1 beds, 0 portals	source biome tag: mistlands; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	63 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_starterhome10.blueprint	hs_ashlands_sheepshank_starterhome10.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2762	39.3x36.2x16.8	ashlands(2120)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	00b73ecd289741d2a77a119055d5730fa86522eb0ccdf916889c179b627f10a8	2762 pieces, 139 prefabs, 39.3x36.2x16.8 m, 41 stations, 3 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	96 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_the_architect_twinravensbooks_curios_v2.blueprint	hs_ashlands_the_architect_twinravensbooks_curios_v2.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2723	21.5x17.2x22.0	ashlands(1915)	blueprint	The Architect	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f0c8b104ecf6a430d78ebcaad77e65679f661848d1221a43aad75689f3c3c84d	2723 pieces, 87 prefabs, 21.5x17.2x22.0 m, 6 stations, 1 beds, 0 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	40 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_blackforest_wissman_hymir.blueprint	hs_blackforest_wissman_hymir.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2670	72.6x57.5x28.9	ashlands(40)	blueprint	Wissman	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	dd04dd38b76de06a39720f8d39ecfb1bc78391952c23a7646a63829cd60f1e09	2670 pieces, 100 prefabs, 72.6x57.5x28.9 m, 24 stations, 1 beds, 1 portals	source biome tag: blackforest; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	204 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_wissman_sondergaard.blueprint	hs_ashlands_wissman_sondergaard.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2618	66.8x52.6x65.0	ashlands(1392)	blueprint	Wissman	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	64c33ceb132c88033096f420c4c560249fe304410eaecce27914007213330439	2618 pieces, 61 prefabs, 66.8x52.6x65.0 m, 0 stations, 4 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	178 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
Black_Viking_forteca_starting_base.blueprint	Black_Viking_forteca_starting_base.blueprint	base	setpiece	PLACES_WITH_GAPS	True	curated	2610	45.2x45.2x13.2	ashlands(2)	blueprint	Enslaver	none stated	reference	fleet corpus	fleet corpus	5967d55ef012799eb55a82925973452c63d243c0c387489b16b3386bb4c67741	walled starter compound	Meadows -- reference only	0.8% missing: emberwood_pillar4_bal x16, BSE_HorizontalPlatform1x2 x2, Hayze_gate_05 x2, Hayze_gate_03 x1; mod-supplied: hardwood_door_bal (balrond_constructions)
hs_plains_upgrade_house.blueprint	hs_plains_upgrade_house.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2603	47.9x38.0x17.0	plains(1)	blueprint	Годрик	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	12968e407264cd695a2a27377530b8c529f092cf07dfb25a12a843c0c0804703	2603 pieces, 127 prefabs, 47.9x38.0x17.0 m, 33 stations, 2 beds, 1 portals	source biome tag: plains; material tier: plains. DERIVED from the measurements in `role` -- not a curated judgement	108 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_sheepshank_fluffyvillagehousev2.blueprint	hs_ashlands_sheepshank_fluffyvillagehousev2.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2589	33.4x26.7x23.3	ashlands(119)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	86d7d45740e2891eeed2358981523ed5429cd4f1f29ccf89208b0ee843c55446	2589 pieces, 128 prefabs, 33.4x26.7x23.3 m, 34 stations, 1 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	68 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_plains_sheepshank_basichouse.blueprint	hs_plains_sheepshank_basichouse.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2528	38.4x23.7x16.0	mistlands(36)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	0e1eba0f06d474e1b02b6f61231b1152ce7b936b225adeea1e080191b4e280d9	2528 pieces, 79 prefabs, 38.4x23.7x16.0 m, 24 stations, 6 beds, 0 portals	source biome tag: plains; material tier: mistlands. DERIVED from the measurements in `role` -- not a curated judgement	68 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_wissman_dunvegan_tavern.blueprint	hs_ashlands_wissman_dunvegan_tavern.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2410	67.3x60.0x24.5	ashlands(519)	blueprint	Wissman	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	f20135453c547d0a2abcd63982cabb1c0d3c65bc89fcf3958856b12f07b06b08	2410 pieces, 159 prefabs, 67.3x60.0x24.5 m, 14 stations, 1 beds, 1 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	193 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
hs_ashlands_misttreehousev2.blueprint	hs_ashlands_misttreehousev2.blueprint	base	setpiece	PLACES_CLEAN	True	derived	2371	53.4x39.8x102.9	ashlands(699)	blueprint	Sheepshank	none stated	reference	OverDrive/BiomeBlueprints	OverDrive/BiomeBlueprints	6a5240993eb4a57b355d8d0b9860cab5ba2fb6455b3726681ad87e3422265c7f	2371 pieces, 132 prefabs, 53.4x39.8x102.9 m, 31 stations, 3 beds, 2 portals	source biome tag: ashlands; material tier: ashlands. DERIVED from the measurements in `role` -- not a curated judgement	118 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
14464-Valheimian.blueprint	14464-Valheimian.blueprint	base	exploit	EXPLOIT/PLACES_WITH_GAPS	True	curated	2329	37.0x37.5x10152.4	ashlands(18)	blueprint	Торкель	none stated	reference	fleet corpus	fleet corpus	0387c1a4c1c80ffe0b63c902382ef518e0cb1b1718e68f328eb4fb2c6778d706	dvergr house shell wrapped round 491 loot objects	nowhere -- 488 mountain-cave chests	0.09% missing: MS_PressurePlate_BlackMarble x2; 1 terrain rows discarded by Infinity Hammer (#Terrain) -- level the ground by hand, and strip them before the RCON route
